YJコード,医薬品名,需要タイプ名,製造販売元メーカー,在庫数,単位,置き場,最終処方日,最終処方量,不動期間,期限間近/期限切れ数量,直近の有効期限,単位薬価,在庫金額（薬価）,採用停止日,JANコード
2790820Q1040,ネオステリングリーンうがい液０．２％,包装小/1mL/40mL,日本歯科,40,mL,,2025-07-04,40,278,0,2027-10-31,5.4,216,,4987734156011
2316017F1035,ビオスリー配合錠,PTP/1錠/21錠,東亜薬工,884,錠,,2026-04-04,35,4,0,2028-03-31,6.6,5834.4,,4987158701569
3999049F2023,ダーブロック錠２ｍｇ,PTP/2mg1錠/10錠,ＧＳＫ,81,錠,,2026-04-02,35,6,0,2029-04-30,152.3,12336.3,,4987057649306
2149042F2200,テルミサルタン錠４０ｍｇ「トーワ」,PTP/40mg1錠/10錠,東和薬品,0,錠,,2025-11-06,22,,0,,16,0,,4987155354010
2399010F2121,モサプリドクエン酸塩錠５ｍｇ「ＴＣＫ」,PTP/5mg1錠/10錠,辰巳,849,錠,,2026-03-18,90,21,0,2028-03-31,10.8,9169.2,,4987124140637
3969006F2026,スターシス錠９０ｍｇ,PTP/90mg1錠/10錠,アステラス,150,錠,,2026-03-04,92,35,150,2026-09-30,0,0,,4987233029557
2171022F6306,アムロジピンＯＤ錠１０ｍｇ「ＶＴＲＳ」,PTP/10mg1錠/10錠,ヴィアトリスＨＣ,84,錠,,2026-03-25,22,14,0,2028-01-31,10.8,907.2,,4987901126809
2412403G2026,ソグルーヤ皮下注１０ｍｇ,10mg1.5mL1キット/1キット,ノボ,3,キット,,2026-03-12,1,27,3,2026-09-30,52476,157428,,4987616004263
5200046D1039,ツムラ呉茱萸湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,175,g,,2025-05-24,140,319,0,2027-04-30,15.3,2677.5,,4987138803146
4490028R1031,レボセチリジン塩酸塩ドライシロップ０．５％「ＹＤ」,バラ/0.5%1g,陽進堂,150,g,,2026-01-28,5,70,0,2027-02-28,43.9,6585,,4987476180527
1179038F4057,リスペリドン錠０．５ｍｇ「アメル」,PTP/0.5mg1錠/10錠,共和薬品,78,錠,,2026-04-07,30,1,0,2028-05-31,10.8,842.4,,4987058859032
2499010F3034,ジエノゲスト錠０．５ｍｇ「モチダ」,PTP/0.5mg1錠/14錠,持田販売,280,錠,,,,,0,2027-03-31,38.7,10836,,4987224057279
6131001F2026,サワシリン錠２５０,SP/250mg1錠/10錠,ＬＴＬファーマ,172,錠,,2026-04-03,6,5,0,2028-10-31,15.3,2631.6,,4987919100778
2233002Q1035,ムコダインシロップ５％,調剤用/5%1mL,杏林,37.9,mL,,2026-04-03,56,5,37.9,2026-05-31,7.1,269.09,,4987060003737
2259004F2168,メプチン錠５０μｇ,PTP/0.05mg1錠/10錠,大塚製薬,73,錠,,2025-08-05,7,246,0,2026-12-31,8.2,598.6,,4987035367116
5200056D1032,ツムラ酸棗仁湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,112.5,g,,2026-04-03,35,5,0,2029-01-31,18,2025,,4987138810342
1190016F1083,ラメルテオン錠８ｍｇ「日新」,PTP/8mg1錠/10錠,日新製薬,328,錠,,2026-04-06,35,2,0,2028-07-31,20.9,6855.2,,4987447043011
1179051F1169,ミルタザピン錠１５ｍｇ「日新」,PTP/15mg1錠/10錠,日新製薬,302,錠,,2026-04-02,63,6,0,2028-04-30,13.2,3986.4,,4987447010013
2123014F1094,アロチノロール塩酸塩錠５ｍｇ「ＤＳＰ」,PTP/5mg1錠/10錠,大日本住友,32,錠,,2026-03-21,28,18,0,2028-10-31,7.4,236.8,,4987116140171
3999019F2251,リセドロン酸Ｎａ錠１７．５ｍｇ「ＶＴＲＳ」,PTP/17.5mg1錠/2錠,マイランＥＰＤ,16,錠,,2025-08-04,5,247,0,2027-03-31,0,0,,4987901099806
2359005F1218,ラキソベロン錠２．５ｍｇ,PTP/2.5mg1錠/10錠,帝人ファーマ,115,錠,,2026-03-13,56,26,0,2027-12-31,6.3,724.5,,4987294235416
2171014C2032,セパミット－Ｒ細粒２％,SP/2%1g/0.5g,日本ジェネリック,365,g,,2026-04-02,17.5,6,0,2027-06-30,35.6,12994,,4987792102937
2149043F2123,アゼルニジピン錠１６ｍｇ「トーワ」,PTP/16mg1錠/10錠,東和薬品,205,錠,,2026-04-02,56,6,0,2027-12-31,10.8,2214,,4987155045062
6132016F2020,フロモックス錠１００ｍｇ,PTP/100mg1錠/10錠,塩野義,394,錠,,2026-03-17,9,22,0,2028-02-29,41.1,16193.4,,4987087026412
3949004F2024,ウリアデック錠４０ｍｇ,PTP/40mg1錠/10錠,三和化学,136,錠,,2026-03-09,66,30,0,2028-12-31,27.3,3712.8,,4987086110860
2252704G2020,ベロテックエロゾル１００,包装小/20mg10mL1瓶/1瓶,日本ベーリンガー,2,瓶,,2025-12-20,1,109,0,2027-04-30,296.9,593.8,,4987413156110
2699715M2020,モイゼルト軟膏１％,包装小/1%1g/10g,大塚製薬,-10,g,,2025-11-08,100,,0,,145.1,-1451,,4987035637714
2399011C1050,ポリフル細粒８３．３％,分包/83.3%1g/0.6g,マイランＥＰＤ,7.8,g,,2025-10-04,37.8,186,0,2027-09-30,19.4,151.32,,4987901119801
6250045F1023,ベムリディ錠２５ｍｇ,PTP/25mg1錠/14錠,ギリアド・サイエンシズ,22,錠,,2026-01-08,98,90,0,2027-01-31,883.1,19428.2,,4987884000561
2239001R1129,アンブロキソール塩酸塩ＤＳ小児用１．５％「タカタ」,バラ/1.5%1g,高田,89.5,g,,2026-01-27,30,71,0,2028-07-31,17.6,1575.2,,4987120120701
1179042F1194,クエチアピン錠２５ｍｇ「明治」,PTP/25mg1錠/10錠,ＭｅｉｊｉＳｅｉｋａ,194.5,錠,,2026-04-06,35,2,0,2028-06-30,10.8,2100.6,,4987222620161
2259805G1027,ウルティブロ吸入用カプセル,PTP/1カプセル/7カプセル,ノバルティス,6,カプセル,,2026-03-23,57,16,0,2026-12-31,133.9,803.4,,4987443352162
6149003F2283,クラリスロマイシン錠２００ｍｇ「大正」,PTP/200mg1錠/10錠,トクホン,363,錠,,2026-04-03,28,5,0,2028-09-30,25.3,9183.9,,4987306054295
2149118F1038,イルアミクス配合錠ＬＤ「ＤＳＰＢ」,PTP/1錠/10錠,ＤＳファーマプロモ,91,錠,,2026-04-07,56,1,0,2028-05-31,15.6,1419.6,,4987116140317
3999468G7026,メトジェクト皮下注１２．５ｍｇペン０．２５ｍＬ,12.5mg0.25mL1キット/1キット,日本メダック,1,キット,,2026-04-02,5,6,0,2027-11-30,2601,2601,,4987028206743
1179042F2239,クエチアピン錠１００ｍｇ「ニプロ」,PTP/100mg1錠/10錠,ニプロＥＳファーマ,113,錠,,2025-06-07,90,305,113,2026-10-31,19.8,2237.4,,4987813801368
1319722M1064,オフロキサシン眼軟膏０．３％「ニットー」,包装小/0.3%1g/3.5g,東亜薬品,14,g,,2025-01-11,3.5,452,0,2027-04-30,44.1,617.4,,4987497307415
5200087D1020,ツムラ清肺湯エキス顆粒（医療用）,分包/1g/3g,ツムラ,189,g,,2025-12-04,126,125,0,2028-07-31,17.1,3231.9,,4987138809049
2149700S2023,ビソノテープ８ｍｇ,包装小/8mg1枚/1枚,トーアエイヨー,21,枚,,2026-04-06,63,2,0,2028-06-30,72.4,1520.4,,4987142381807
2699801V1050,スクロードパスタ,調剤用/1g,共和薬品,220,g,,2026-01-24,100,74,0,2028-07-31,9.7,2134,,4987211306168
2149023F2037,バソメット錠０．５ｍｇ,PTP/0.5mg1錠/10錠,田辺三菱,60,錠,,2025-11-19,60,140,0,2027-03-31,11.3,678,,4987128650293
2183005G1307,ベザフィブラート徐放錠２００ｍｇ「トーワ」,PTP/200mg1錠/10錠,東和薬品,367,錠,,2026-04-02,120,6,0,2030-09-30,10.8,3963.6,,4987155055153
2183005G2168,ベザフィブラート徐放錠１００ｍｇ「トーワ」,PTP/100mg1錠/10錠,東和薬品,260,錠,,2026-03-23,70,16,0,2030-03-31,10.8,2808,,4987155053142
3321002F2412,カルバゾクロムスルホン酸Ｎａ錠３０ｍｇ「ＹＤ」,PTP/30mg1錠/10錠,陽進堂,73,錠,,2026-03-16,21,23,0,2027-05-31,6.3,459.9,,4987476156201
3961008F3031,グリメピリド錠０．５ｍｇ「ＮＰ」,PTP/0.5mg1錠/10錠,ニプロ,145,錠,,2026-03-12,48,27,0,2028-02-29,10.5,1522.5,,4987190019301
2655712N1039,ルリコナゾールクリーム１％「イワキ」,包装小/1%1g/10g,岩城,260,g,,2026-03-28,30,11,0,2028-10-31,14.9,3874,,4987020021719
2171022F1134,アムロジピン錠２．５ｍｇ「ＮＳ」,PTP/2.5mg1錠/10錠,日新製薬,736,錠,,2026-04-07,35,1,0,2028-01-31,10.8,7948.8,,4987447534021
2649731S1267,フェルビナクパップ７０ｍｇ「ラクール」,包装小/10cm×14cm1枚/7枚,三友,238,枚,,2026-03-24,63,15,0,2028-10-31,18.2,4331.6,,4987435440648
2359007F1020,スインプロイク錠０．２ｍｇ,PTP/0.2mg1錠/10錠,塩野義,60,錠,,2026-04-02,35,6,0,2028-06-30,277.1,16626,,4987087042412
3932001S1041,シアナマイド内用液１％「タナベ」,調剤用/1%1mL,田辺三菱,70,mL,,2024-10-31,30,524,0,2026-12-31,4.9,343,,4987128063789
2190035F1021,オプスミット錠１０ｍｇ,PTP/10mg1錠/15錠,ヤンセン,1,錠,,2025-08-07,56,244,0,2028-10-31,13319.3,13319.3,,4987748003011
2312001X1219,タンニン酸アルブミン「ニッコー」,バラ/1g,日興製薬,60,g,,2025-12-23,20,106,0,2028-04-30,9.5,570,,4987291840910
2699709M1060,タクロリムス軟膏０．１％「タカタ」,包装小/0.1%1g/5g,高田,85,g,,2026-02-14,10,53,0,2027-02-28,22.4,1904,,4987120269707
4490004F2354,アゼラスチン塩酸塩錠１ｍｇ「ＮＩＧ」,PTP/1mg1錠/10錠,日医工岐阜,394,錠,,2026-03-31,168,8,0,2028-07-31,6.3,2482.2,,4987376714556
1319703Q2124,ＡＺ点眼液０．０２％,包装小/0.02%5mL1瓶/1瓶,ゼリア,12,瓶,,2026-03-13,5,26,0,2028-05-31,94.8,1137.6,,4987103012092
2431004F5027,チラーヂンＳ錠７５μｇ,PTP/75μg1錠/10錠,あすか製薬,168,錠,,2026-04-07,30,1,0,2028-05-31,10.8,1814.4,,4987123155175
2189016F1079,ピタバスタチンＣａ錠１ｍｇ「ＴＣＫ」,PTP/1mg1錠/10錠,辰巳,249,錠,,2026-04-06,35,2,0,2026-11-30,10.8,2689.2,,4987124142815
2499014F3024,リベルサス錠１４ｍｇ,PTP/14mg1錠/10錠,ノボ,38,錠,,2026-03-12,18,27,0,2028-01-31,500.7,19026.6,,4987616003983
249900XF2052,フィナステリド錠１ｍｇ「サワイ」,PTP/14錠,沢井,112,錠,,,,,0,2027-09-30,0,0,,4987080371113
1319720Q3116,ヒアルロン酸Ｎａ点眼液０．１％「日新」,包装小/0.1%5mL1瓶/1瓶,日新製薬,19,瓶,,2026-04-04,2,4,0,2028-11-30,95.7,1818.3,,4987447130018
5200020D1026,ツムラ桔梗湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,60,g,,2025-09-01,225,219,0,2028-05-31,6.9,414,,4987138813848
3961003F1184,グリベンクラミド錠１．２５ｍｇ「三和」,PTP/1.25mg1錠/10錠,三和化学,40,錠,,2024-12-16,30,478,0,2027-03-31,6.3,252,,4987086170925
4291009F1071,ビカルタミド錠８０ｍｇ「ＮＫ」,PTP/80mg1錠/10錠,日本化薬,64,錠,,2026-04-02,35,6,0,2028-04-30,97.1,6214.4,,4987170007588
2649734Q2022,ボルタレンローション１％,包装小/1%1g/50g,同仁,350,g,,2026-02-09,50,58,0,2028-06-30,3.2,1120,,4987443316621
6149003F1031,クラリス錠５０小児用,PTP/50mg1錠/10錠,大正製薬,294,錠,,2026-03-24,28,15,0,2028-02-29,16.9,4968.6,,4987306017443
2590002F1517,フラボキサート塩酸塩錠２００ｍｇ「サワイ」,PTP/200mg1錠/10錠,沢井,35,錠,,2026-04-07,30,1,0,2027-06-30,9,315,,4987080301813
4413004F1251,ゼスラン錠３ｍｇ,PTP/3mg1錠/10錠,旭化成ファーマ,521,錠,,2026-03-25,14,14,0,2029-05-31,10.8,5626.8,,4987153066007
1315704Q3185,フルオロメトロン点眼液０．１％「ＮＩＴ」,包装小/0.1%1mL/5mL,日東メディック,15,mL,,2025-08-07,5,244,0,2027-04-30,19.1,286.5,,4987497309921
2649735S1117,ロキソプロフェンＮａパップ１００ｍｇ「三笠」,包装小/10cm×14cm1枚/7枚,三笠,98,枚,,2026-04-01,35,7,0,2028-01-31,18.2,1783.6,,4987387595533
3999038F1045,ヒドロキシクロロキン硫酸塩錠２００ｍｇ「サワイ」,PTP/200mg1錠/14錠,沢井,340,錠,,2026-04-04,35,4,0,2027-04-30,127.3,43282,,4987080013716
3339003F4090,リバーロキサバンＯＤ錠１５ｍｇ「バイエル」,PTP/15mg1錠/10錠,バイエルライフＳ,0,錠,,2026-02-16,20,,0,,200,0,,4987081186952
6290006S1027,サムチレール内用懸濁液１５％,包装小/750mg5mL1包/1包,ＧＳＫ,12,包,,2026-03-18,128,21,12,2026-10-31,1471.1,17653.2,,4987246763011
3339003F3094,リバーロキサバンＯＤ錠１０ｍｇ「バイエル」,PTP/10mg1錠/10錠,バイエルライフＳ,0,錠,,2026-02-05,28,,0,,143,0,,4987081186877
1124007F1020,ハルシオン０．１２５ｍｇ錠,PTP/0.125mg1錠/10錠,ファイザー,161,錠,,2026-03-23,60,16,0,2027-02-28,6.3,1014.3,,4987114933300
1319762N1021,アレジオン眼瞼クリーム０．５％,包装小/0.5%1g/2g,参天,16,g,,2025-11-04,4,155,0,2026-11-30,1678.6,26857.6,,4987084319548
2259703Y1025,キュバール１００エアゾール,包装小/15mg8.7g1瓶/1瓶,大日本住友,2,瓶,,2025-05-27,2,316,0,2027-01-31,1485.4,2970.8,,4987116181013
2149039F1228,ロサルタンカリウム錠２５ｍｇ「ＹＤ」,PTP/25mg1錠/10錠,陽進堂,0,錠,,2025-08-07,28,,0,,10.8,0,,4987476139808
1169701S2026,ハルロピテープ１６ｍｇ,包装小/16mg1枚/1枚,久光,22,枚,,2026-03-19,90,20,0,2028-05-31,399.9,8797.8,,4987057646749
5200035D1030,ツムラ桂枝加竜骨牡蛎湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,267.5,g,,2026-03-31,35,8,0,2028-12-31,13.8,3691.5,,4987138802644
2499422G1024,マンジャロ皮下注２．５ｍｇアテオス,2.5mg0.5mL1キット/1キット,イーライリリー,4,キット,,2025-10-09,5,181,0,2027-04-30,1924,7696,,4987128207602
2139001S2032,イソバイドシロップ７０％分包３０ｍＬ,包装小/70%30mL1包/1包,興和,88,包,,2026-01-07,63,91,0,2028-08-31,70,6160,,4987770529206
3339950M1200,ヘパリン類似物質油性クリーム０．３％「ケンエー」,包装小/1g/25g,健栄,450,g,,2026-04-01,50,7,0,2028-07-31,6.3,2835,,4987286218991
2399013D1020,サラジェン顆粒０．５％,分包/5mg1包/1包,キッセイ,64,包,,2025-01-09,20,454,64,2026-10-31,45.2,2892.8,,4987051248130
2615705Q1048,消毒用エタノール液ＩＰ,調剤用/10mL,健栄,500,mL,,,,,0,2028-07-31,1.11,555,,4987286201542
2189015F2097,アトルバスタチン錠１０ｍｇ「ＮＰ」,PTP/10mg1錠/10錠,ニプロ,1241,錠,,2026-04-06,35,2,0,2028-03-31,10.8,13402.8,,4987190061539
1190018F6220,メマンチン塩酸塩ＯＤ錠２０ｍｇ「ニプロ」,PTP/20mg1錠/14錠,ニプロ,174,錠,,2026-02-21,77,46,0,2027-06-30,40.5,7047,,4987190005229
1190018F5223,メマンチン塩酸塩ＯＤ錠１０ｍｇ「ニプロ」,PTP/10mg1錠/14錠,ニプロ,176,錠,,2026-04-02,35,6,0,2028-06-30,23.3,4100.8,,4987190005120
1129008F1055,タンドスピロンクエン酸塩錠５ｍｇ「サワイ」,PTP/5mg1錠/10錠,沢井,118,錠,,2026-01-29,60,69,0,2028-07-31,6.3,743.4,,4987080124115
5200052D1034,ツムラ柴胡桂枝乾姜湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,410,g,,2026-03-24,210,15,0,2028-11-30,28.4,11644,,4987138801142
5200072D1058,ツムラ小建中湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,232.5,g,,2026-01-29,140,69,0,2028-08-31,6.9,1604.25,,4987138809940
3969011F1047,ビルダグリプチン錠５０ｍｇ「ＴＣＫ」,PTP/50mg1錠/10錠,辰巳,168,錠,,2025-11-13,56,146,0,2027-03-31,16,2688,,4987124161212
1339002F1527,ジフェニドール塩酸塩錠２５ｍｇ「トーワ」,PTP/25mg1錠/10錠,東和薬品,81,錠,,2026-02-13,84,54,0,2030-08-31,6.3,510.3,,4987155138139
2233002F1336,カルボシステイン錠２５０ｍｇ「ＴＣＫ」,PTP/250mg1錠/10錠,辰巳,476,錠,,2026-04-02,35,6,0,2028-02-29,10.8,5140.8,,4987124119022
3969009F2038,ミグリトール錠５０ｍｇ「トーワ」,PTP/50mg1錠/10錠,東和薬品,213,錠,,2025-04-16,90,357,0,2029-09-30,10.8,2300.4,,4987155360011
254900AF2032,レボノルゲストレル錠１．５ｍｇ「Ｆ」,PTP/1錠,富士製薬,1,錠,,,,,0,2027-05-31,0,0,,4987431190431
6152004F2089,ビブラマイシン錠１００ｍｇ,PTP/100mg1錠/10錠,ファイザー,57,錠,,2026-03-06,14,33,0,2028-04-30,22,1254,,4987114077202
5200038F1051,クラシエ桂枝茯苓丸料エキス錠,SP/1錠/18錠,大峰堂,897,錠,,2026-03-26,270,13,0,2028-12-31,6.3,5651.1,,4987045670237
1319762Q2032,エピナスチン塩酸塩ＬＸ点眼液０．１％「ＳＥＣ」,包装小/0.1%1mL/5mL,参天アイケア,80,mL,,2025-12-26,10,103,0,2028-04-30,228.3,18264,,4987084316318
2590100X2046,エビプロスタット配合錠ＤＢ,PTP/1錠/10錠,日本新薬,261,錠,,2026-03-16,270,23,0,2028-04-30,22.3,5820.3,,4987173017324
4291003F2062,タモキシフェン錠２０ｍｇ「サワイ」,PTP/20mg1錠/10錠,沢井,51,錠,,2025-01-31,49,432,0,2027-10-31,27,1377,,4987080735014
2339177B1038,Ｓ・Ｍ配合散,分包/1g/1.3g,アルフレッサファーマ,510.9,g,,2025-06-07,218.4,305,0,2028-03-31,6.9,3525.21,,4987274131332
2259004R2024,メプチンドライシロップ０．００５％,バラ/0.005%1g,大塚製薬,66,g,,2025-10-21,8,169,0,2027-03-31,26.4,1742.4,,4987035377412
4490020F1241,セチリジン塩酸塩錠５ｍｇ「タカタ」,PTP/5mg1錠/10錠,高田,204,錠,,2025-12-13,120,116,0,2027-11-30,11.9,2427.6,,4987120449406
3339950N1035,ヒルドイドクリーム０．３％,包装小/1g/25g,マルホ,75,g,,2026-04-02,50,6,0,2029-01-31,17.7,1327.5,,4987213050755
3339001M2020,プラザキサカプセル１１０ｍｇ,PTP/110mg1カプセル/14カプセル,日本ベーリンガー,0,カプセル,,2025-08-21,60,,0,,119,0,,4987413261814
1190019F4116,ガランタミンＯＤ錠４ｍｇ「ニプロ」,PTP/4mg1錠/14錠,ニプロ,32,錠,,2025-10-09,140,181,0,2028-01-31,16.1,515.2,,4987190005434
1124003F2265,ニトラゼパム錠５ｍｇ「ＪＧ」,PTP/5mg1錠/10錠,日本ジェネリック,157,錠,,2026-03-18,30,21,0,2027-11-30,6.3,989.1,,4987792112714
2223001F2099,メジコン錠１５ｍｇ,PTP/15mg1錠/10錠,シオノギファーマ,279,錠,,2026-03-31,42,8,0,2030-10-31,8.5,2371.5,,4987087025552
3969017F2032,サキサグリプチン錠５ｍｇ「サワイ」,PTP/5mg1錠/10錠,沢井,140,錠,,2026-03-06,40,33,0,2028-01-31,36.5,5110,,4987080015710
7990712S1022,ニコチネルＴＴＳ１０,包装小/(17.5mg)10cm(2)1枚/1枚,ＧＳＫＣＨＪ,0,枚,,2025-03-05,14,,0,,166.2,0,,4987274123542
2149037F1032,アテレック錠５,PTP/5mg1錠/10錠,ＥＡファーマ,0,錠,,2025-12-25,28,,0,,11.4,0,,4987224003009
2478001F2411,クロルマジノン酢酸エステル錠２５ｍｇ「日新」,PTP/25mg1錠/10錠,日新製薬,80,錠,,2025-03-10,120,394,0,2028-02-29,36.9,2952,,4987447238110
1339100F1038,トラベルミン配合錠,PTP/1錠/10錠,サンノーバ,25,錠,,2025-03-13,5,391,0,2027-05-31,6.3,157.5,,4987028203063
2639802M1026,クロマイ－Ｐ軟膏,包装小/1g/25g,アルフレッサファーマ,5,g,,2025-06-14,10,298,0,2028-08-31,16.6,83,,4987274128936
2646708N1319,フルオシノニドクリーム０．０５％「テイコク」,包装小/0.05%1g/5g,帝國製薬,25,g,,2025-03-08,25,396,0,2027-09-30,10.2,255,,4987641081543
1190026F7026,タリージェＯＤ錠１０ｍｇ,PTP/10mg1錠/10錠,第一三共,291,錠,,2026-04-03,56,5,0,2027-11-30,127.9,37218.9,,4987081120352
1190026F5023,タリージェＯＤ錠２．５ｍｇ,PTP/2.5mg1錠/10錠,第一三共,184,錠,,2026-03-16,28,23,0,2028-01-31,67.2,12364.8,,4987081120215
5200011D1078,ツムラ黄連解毒湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,257.5,g,,2026-04-06,210,2,0,2028-10-31,14.1,3630.75,,4987138801548
2149037F2039,アテレック錠１０,PTP/10mg1錠/10錠,ＥＡファーマ,0,錠,,2026-01-08,28,,0,,18.3,0,,4987224003207
2139009F2030,トラセミド錠８ｍｇ「ＫＯ」,PTP/8mg1錠/10錠,寿,112,錠,,2026-04-02,35,6,0,2028-02-29,6.3,705.6,,4987071156019
2344009C1063,酸化マグネシウム細粒８３％「ヨシダ」,分包/83%1g/0.6g,吉田製薬,76.2,g,,2026-04-02,21,6,0,2028-06-30,8.4,640.08,,4987288439547
2329029D1027,ネキシウム懸濁用顆粒分包１０ｍｇ,分包/10mg1包/1包,アストラゼネカ,38,包,,2026-04-02,35,6,0,2028-02-29,39.1,1485.8,,4987650707106
2139005C1048,フロセミド細粒４％「ＥＭＥＣ」,バラ/4%1g,エルメッド,117,g,,2026-04-02,8.75,6,0,2028-01-31,35.6,4165.2,,4987376913607
1149038G5025,ツートラム錠２５ｍｇ,PTP/25mg1錠/10錠,日本臓器,66,錠,,2025-05-08,34,335,0,2029-03-31,25.8,1702.8,,4987174189013
3999002F2027,ブレディニン錠５０,PTP/50mg1錠/10錠,旭化成ファーマ,188,錠,,2026-04-04,36,4,0,2028-03-31,59.5,11186,,4987153136106
2431004B1038,チラーヂンＳ散０．０１％,バラ/0.01%1g,あすか製薬,108,g,,2026-04-02,17.5,6,0,2028-02-29,59.1,6382.8,,4987123150934
2344002X1055,重質酸化マグネシウム「ケンエー」,バラ/10g,健栄,255.26,g,,2026-03-05,18.48,34,0,2027-11-30,1.56,398.206,,4987286105628
2229001F1070,ジメモルファンリン酸塩錠１０ｍｇ「ＴＣＫ」,PTP/10mg1錠/10錠,辰巳,174,錠,,2026-02-16,42,51,0,2027-09-30,6.8,1183.2,,4987124151916
3999049F3020,ダーブロック錠４ｍｇ,PTP/4mg1錠/10錠,ＧＳＫ,63,錠,,2026-03-05,28,34,0,2028-11-30,269.6,16984.8,,4987057649320
1329100F1031,ストミンＡ配合錠,PTP/1錠/10錠,ゾンネボード,720,錠,,2026-03-14,180,25,0,2029-05-31,6.3,4536,,4987709200213
2259004Q1111,メプチンシロップ５μｇ／ｍＬ,調剤用/0.0005%1mL,大塚製薬,9,mL,,2025-04-07,21,366,0,,7.1,63.9,,4987035368014
2129008M2144,ピルシカイニド塩酸塩カプセル５０ｍｇ「トーワ」,PTP/50mg1カプセル/10カプセル,東和薬品,72,カプセル,,2025-04-14,14,359,0,2027-05-31,17.9,1288.8,,4987155955040
2259707S1209,ツロブテロールテープ０．５ｍｇ「トーワ」,包装小/0.5mg1枚/1枚,東和薬品,70,枚,,,,,0,2027-05-31,13.1,917,,4987155357028
3399003F1146,リマプロストアルファデクス錠５μｇ「サワイ」,バラ/5μg1錠,メディサ,177,錠,,2026-03-25,189,14,0,2028-05-31,8.9,1575.3,,4987080303947
4490025F4197,オロパタジン塩酸塩ＯＤ錠５ｍｇ「ＶＴＲＳ」,PTP/5mg1錠/10錠,マイランＥＰＤ,332,錠,,2026-04-06,56,2,0,2028-05-31,10.8,3585.6,,4987901046008
2149042F1211,テルミサルタン錠２０ｍｇ「日医工」,PTP/20mg1錠/10錠,日医工,100,錠,,,,,0,2027-05-31,10.8,1080,,4987376001700
2499422G2020,マンジャロ皮下注５ｍｇアテオス,5mg0.5mL1キット/1キット,イーライリリー,2,キット,,2026-03-12,4,27,0,2027-06-30,3848,7696,,4987128305216
2399004Q1090,プリンペランシロップ０．１％,調剤用/0.1%10mL,日医工,0,mL,,2025-04-10,39,,0,,2.2,0,,4987376244503
2149116F1055,カムシア配合錠ＬＤ「ニプロ」,PTP/1錠/10錠,ニプロ,132,錠,,2026-04-03,28,5,0,2028-03-31,19,2508,,4987190085405
5200084D1034,ツムラ清上防風湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,210,g,,2025-05-24,105,319,0,2027-12-31,12.3,2583,,4987138805843
1190701S1023,アリドネパッチ２７．５ｍｇ,包装小/27.5mg1枚/1枚,帝國製薬,175,枚,,2026-04-07,30,1,0,2028-11-30,282.1,49367.5,,4987770525703
2399014F4025,イリボーＯＤ錠５μｇ,PTP/5μg1錠/10錠,アステラス,65,錠,,2025-05-12,14,331,0,2027-10-31,48.8,3172,,4987233008736
1179058F3023,レキサルティＯＤ錠０．５ｍｇ,PTP/0.5mg1錠/10錠,大塚製薬,132,錠,,2026-04-02,35,6,0,2028-07-31,109.4,14440.8,,4987035633310
4490028R1058,レボセチリジン塩酸塩ＤＳ０．５％「タカタ」,バラ/0.5%1g,高田,100,g,,,,,0,2027-08-31,43.9,4390,,4987120102226
2316017B1041,ビオスリー配合散,分包/1g/1g,東亜薬工,562,g,,2025-05-02,68,341,0,2027-09-30,8.4,4720.8,,4987158709176
2139009F1034,トラセミド錠４ｍｇ「ＫＯ」,PTP/4mg1錠/10錠,寿,135,錠,,2026-04-02,35,6,0,2028-08-31,6.3,850.5,,4987071155012
1319760Q2025,レバミピド懸濁性点眼液２％「参天」,包装小/2%5mL1瓶/1瓶,参天,11,瓶,,2026-04-03,1,5,0,2026-11-30,401.5,4416.5,,4987084318404
5200019D1031,ツムラ甘麦大棗湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,195,g,,2025-06-26,70,286,0,2028-02-29,12.2,2379,,4987138807243
5200044C1034,クラシエ五虎湯エキス細粒,分包/1g/2g,クラシエ,0,g,,2025-05-09,112,,0,,9.6,0,,4987045631559
2149032F1129,カルベジロール錠１０ｍｇ「トーワ」,PTP/10mg1錠/10錠,東和薬品,175,錠,,2026-03-25,22,14,0,2030-09-30,10.8,1890,,4987155274059
2649728M1070,スタデルム軟膏５％,包装小/5%1g/10g,鳥居,60,g,,2025-08-09,20,242,0,2029-01-31,10.8,648,,4987158139690
2499422G3027,マンジャロ皮下注７．５ｍｇアテオス,7.5mg0.5mL1キット/1キット,イーライリリー,5,キット,,2025-10-09,5,181,5,2026-10-31,5772,28860,,4987128255719
2646701N2135,リンデロン－Ｖクリーム０．１２％,包装小/0.12%1g/5g,シオノギファーマ,50,g,,2026-03-10,5,29,0,2028-07-31,14.3,715,,4987087003703
3112006F1023,エディロール錠０．５μｇ,PTP/0.5μg1錠/10錠,中外,189.5,錠,,2026-04-02,35,6,0,2027-06-30,23.9,4529.05,,4987155161014
